split_1	split_2	split_3
30083	6351	11596
30084	2439	18974
30087	5743	8449
30088	28095	31381
30089	42203	7118
30091	9502	45844
30093	8577	21769
30094	40096	47536
30095	4846	31923
30096	44929	24502
30098	38967	41687
30099	49661	22854
30102	37087	45304
30103	34003	2406
30104	1941	20631
30106	4223	39197
30108	36707	21622
30111	13990	33726
30112	46953	48106
30113	31406	19738
30114	29402	44212
30116	11475	30495
30120	1194	2085
30123	35841	46910
30124	32789	1997
30125	3144	6608
30126	40200	10329
30127	44864	25426
30131	5001	43166
30133	5907	47217
30134	39604	14975
30135	22217	33619
30136	21368	9334
30138	34661	1569
30139	2693	38747
30141	14171	42821
30142	34439	31311
30144	27663	34853
30145	7984	28207
30146	10879	41871
30148	36670	34918
30151	18123	9889
30152	9473	13730
30153	34346	12300
30154	21312	35866
30155	12228	22683
30157	31771	9638
30160	13205	13452
30162	19326	27065
30163	532	31276
30165	7775	10911
30169	27983	15168
30170	42633	6339
30173	34904	40610
30174	37182	35292
30179	7401	17745
30182	2169	2065
30183	1915	2966
30186	47313	38297
30192	29719	29224
30195	11043	45115
30196	23646	44952
30198	19232	40256
30200	27481	5728
30201	22547	34297
30202	34893	20363
30203	12455	12811
30204	39685	42661
30205	29799	5963
30206	26409	13821
30207	10864	33270
30210	3751	34595
30211	15494	32854
30212	41225	10395
30213	5609	244
30215	4608	33463
30217	21322	6804
30219	36439	32086
30220	33989	48592
30221	24169	47973
30223	17146	14277
30225	30277	20793
30229	6713	30251
30231	40360	559
30233	45798	3263
30234	31813	48105
30236	31821	25308
30237	4943	16378
30239	32918	43028
30240	24330	48596
30241	15107	36285
30244	44560	35193
30251	34526	26551
30252	19762	19150
30253	48322	3615
30254	3006	28403
30255	49792	11854
30256	30188	28111
30257	33448	35298
30261	33632	4270
30262	22670	37790
30264	49422	31249
30268	5969	48342
30271	18989	31893
30273	2447	42764
30275	40962	48514
30277	47417	5509
30278	46225	14646
30279	21586	33637
30280	8304	48846
30281	33408	43581
30282	39433	38195
30284	39854	49726
30288	19839	35789
30290	7206	19560
30293	11999	35305
30294	25151	24445
30297	7123	38748
30301	27596	17261
30303	39534	19601
30304	21775	10878
30306	36774	10334
30307	41925	16703
30312	13760	37249
30314	23549	6879
30315	43690	46709
30316	1719	37616
30318	21438	18637
30319	28837	29934
30321	21231	34051
30322	47992	32739
30324	35872	39109
30326	2476	29432
30328	21900	13959
30330	45220	43988
30334	23493	47553
30335	16386	45827
30339	9154	43845
30340	15732	42244
30347	6716	11754
30348	9275	42403
30351	16651	1735
30352	2008	32452
30354	6517	17704
30355	21944	8502
30356	6756	3786
30357	6076	1109
30359	25899	15223
30360	657	20893
30363	16092	16225
30364	37840	43533
30366	29218	43092
30367	29943	41556
30368	35232	9777
30370	30970	35541
30374	26212	43551
30375	39325	22321
30376	22602	46705
30377	8204	49559
30378	25192	14258
30381	10330	3761
30382	48194	34628
30383	48673	27519
30385	34621	29991
30386	37685	6980
30388	19965	10793
30389	19121	43272
30390	3539	256
30392	28529	23962
30395	41309	11499
30396	47890	34222
30398	44531	37994
30399	18748	23882
30401	33011	20873
30404	18639	10542
30405	1439	23486
30406	14541	14564
30408	23039	25861
30412	6998	49808
30413	35111	16381
30414	26733	28866
30415	37627	33339
30417	10258	43506
30418	23328	15276
30419	26429	4065
30420	48966	17419
30422	20660	31697
30423	23369	36048
30431	11868	508
30432	8852	13428
30435	508	49140
30437	12369	13638
30438	8740	21832
30439	32748	12452
30440	2192	30056
30445	19212	5907
30447	47867	4959
30448	21015	42280
30449	37034	33991
30450	25393	49640
30452	22840	7516
30455	43050	47345
30456	25829	27058
30459	48886	32397
30463	41311	25303
30466	43070	6154
30467	15288	319
30475	4384	24265
30476	17478	2450
30481	12220	3837
30485	24708	13392
30487	22667	32134
30488	8130	45310
30489	41709	10149
30491	37809	23621
30493	5201	1561
30494	47600	24037
30496	39132	48916
30500	27171	5021
30501	14911	39133
30503	41421	11568
30504	34834	23477
30505	37683	39774
30508	20909	39999
30510	2561	8459
30511	9837	30077
30512	17379	45671
30513	5992	29010
30515	1466	32115
30517	49733	33513
30521	27307	14550
30522	21523	33235
30523	6944	25406
30524	39436	2402
30526	19989	38977
30527	7247	29830
30529	23232	9220
30530	17440	28826
30531	32841	39207
30533	33181	24163
30535	46511	42779
30537	8355	48869
30539	45494	33505
30541	24124	6646
30544	30058	31096
30548	34013	17530
30551	19600	47750
30552	23957	17274
30554	10938	11358
30555	7219	49841
30558	43591	31423
30559	46519	21552
30560	39149	5888
30562	33478	40684
30563	42917	39529
30564	14629	10514
30565	39220	33288
30569	6776	11697
30570	34675	24571
30574	35985	23282
30576	21956	29725
30577	25452	36104
30578	25778	11535
30579	17474	10907
30581	25512	34045
30582	6888	7454
30583	44541	30297
30584	10564	3635
30586	32268	2913
30587	7731	13853
30591	22507	17414
30592	35915	31824
30597	48079	14350
30603	16395	16792
30605	36267	22457
30606	19521	25754
30607	27745	37327
30610	32338	6212
30611	40449	46071
30615	34724	27963
30616	43547	15671
30620	22167	27634
30621	23563	9805
30625	13408	28755
30626	28721	7836
30628	106	41131
30629	7965	16320
30630	49417	40531
30631	32683	39013
30632	10322	26894
30633	44947	48351
30636	35158	27052
30639	48382	31981
30640	47248	9480
30645	47725	44877
30646	30831	10280
30650	21021	46483
30654	8610	41063
30656	4690	27850
30657	13612	13705
30660	33308	15411
30662	28289	16360
30663	27635	39327
30664	4884	8923
30665	15523	37799
30668	49439	15972
30670	7856	4206
30672	33512	41371
30673	17092	36524
30674	40558	1461
30675	19841	3455
30677	4343	10986
30678	16612	17581
30679	10549	4439
30681	11626	46741
30687	25336	31849
30690	33880	9262
30695	4172	14824
30696	3561	13313
30697	47297	40009
30698	14605	34293
30703	13724	18022
30708	41261	28653
30709	49216	22266
30710	5945	5925
30712	45947	17531
30713	14585	31353
30714	1643	42385
30716	6206	9238
30721	32379	27910
30723	1319	4880
30724	10085	45952
30725	8139	46541
30726	28810	48956
30728	1507	43318
30729	17068	46120
30730	42649	31324
30731	2235	5580
30733	28358	48473
30736	34653	23446
30739	5226	19026
30741	31213	48268
30743	44545	27835
30744	35096	33735
30746	25756	10270
30747	13856	21413
30748	32505	38908
30751	20943	47444
30752	35294	14422
30753	41605	3847
30756	19357	888
30757	8446	6787
30758	25568	23512
30760	12944	38804
30761	35905	18126
30763	26489	45567
30764	7654	3177
30765	33747	32169
30768	10789	16947
30771	34906	16204
30772	31170	4169
30774	49882	9804
30779	14065	36478
30780	8444	7372
30782	41502	4822
30783	14394	8555
30784	32051	7145
30785	28820	2224
30788	44416	6134
30789	12536	22658
30790	44340	2461
30792	46361	17469
30798	44580	18959
30804	37250	49661
30805	22229	20106
30806	1706	41786
30807	4848	22671
30808	38900	17540
30809	24195	17534
30810	46763	12131
30813	25842	26528
30814	49560	33995
30816	43767	22897
30817	43247	42261
30818	25810	21171
30819	8945	22263
30820	30893	49394
30822	15396	44020
30824	32493	36657
30826	2763	47967
30827	36365	15195
30830	40061	45292
30832	45015	40377
30833	35147	22390
30834	38591	18720
30836	14277	7428
30838	34905	8326
30840	38910	47009
30841	13374	37188
30842	18110	35215
30843	37588	19661
30844	29938	31747
30846	9946	47626
30847	28639	19751
30848	41143	16303
30849	419	43660
30852	11625	1079
30853	8419	18465
30854	23177	32497
30858	8587	44646
30862	40868	46113
30864	36110	49114
30866	14286	38894
30868	21292	2642
30871	44363	37856
30874	27470	43183
30875	28305	11500
30876	38448	14823
30878	12286	810
30879	21447	10477
30881	23744	13826
30884	2744	15510
30885	13563	14717
30890	14776	38314
30891	26936	5032
30892	13870	375
30893	38291	42221
30894	27386	43838
30897	25117	16762
30898	38769	40778
30899	26880	2455
30901	46865	43228
30906	19752	23640
30907	12734	17775
30908	43818	41728
30911	36337	21093
30915	47137	33454
30916	22309	7282
30917	42205	16572
30920	15763	49098
30921	26737	42523
30922	15680	6790
30923	26042	17284
30926	2472	3134
30927	24443	1329
30931	47720	35875
30932	22016	46994
30933	3085	32048
30934	19534	49236
30935	17588	41020
30939	45205	13124
30941	5554	10134
30942	40297	46987
30944	32376	27586
30945	5309	44647
30947	26770	15498
30949	8324	26940
30953	3825	44151
30954	29301	46947
30955	7538	36816
30956	5339	27034
30958	43504	26968
30959	34796	30159
30961	22587	13752
30963	22188	11133
30964	4146	10603
30967	19675	27605
30968	9120	13989
30969	22023	12053
30970	40506	18048
30972	15359	47583
30973	40395	32936
30977	4468	34662
30981	12608	13120
30982	17893	41260
30984	43784	18830
30985	20950	45240
30987	37010	34935
30988	5215	14286
30990	32138	15959
30992	1928	47809
31000	41250	25165
31001	8469	40097
31002	7905	41170
31007	48980	42366
31008	5593	14746
31009	41804	19261
31010	16126	7349
31011	2511	44757
31014	32939	49286
31017	9228	24595
31018	14526	23284
31019	26258	22040
31025	12757	47144
31026	39396	17626
31027	48535	43579
31029	46438	18594
31030	15570	33444
31031	25296	736
31034	35276	9196
31038	21842	40656
31040	37850	15935
31041	30981	23362
31045	49583	3511
31046	26379	33087
31047	24705	12092
31049	41025	30928
31051	8071	11148
31053	37023	11949
31054	37501	31758
31055	9325	19949
31056	18450	23993
31059	8695	2128
31060	45080	29387
31061	34238	9166
31062	30251	8557
31063	31521	926
31066	30711	19645
31067	48667	12095
31069	12593	43572
31071	33737	23862
31072	27462	18662
31073	30376	18747
31077	7034	23824
31079	33613	34865
31080	17936	41070
31081	46444	46722
31082	39018	36921
31084	29648	2736
31087	6011	14601
31090	18210	17048
31094	22689	11335
31102	21833	11332
31103	649	9522
31106	19503	27362
31108	48393	34174
31110	27352	44853
31111	43464	48494
31114	33797	26577
31116	20121	20092
31117	48482	7623
31118	34126	3268
31125	24137	11715
31126	40693	12694
31129	33037	21660
31131	33322	12359
31132	31035	47061
31135	49304	29264
31141	27654	43257
31148	1215	23647
31149	12553	48914
31151	30610	24980
31152	11920	18748
31156	16678	40021
31157	1427	46357
31162	47341	26560
31167	1088	29523
31169	39726	29060
31171	25096	17628
31174	18740	35859
31176	17486	42130
31177	13075	37442
31178	30520	420
31179	25063	26890
31180	43128	41069
31181	19403	12715
31182	2894	17158
31184	20401	49889
31186	16459	11198
31188	45737	38650
31189	5621	4120
31191	38708	30171
31195	17967	14854
31197	4889	32053
31198	17866	32041
31199	10686	45147
31200	9368	33859
31204	4173	46650
31205	24180	28547
31208	48474	45735
31209	22872	41280
31214	46591	28123
31215	10353	18939
31217	41293	4103
31219	397	29482
31222	46802	1922
31223	10936	12866
31227	44361	24956
31234	16633	34633
31237	8708	36917
31238	40510	45482
31239	42117	49295
31240	37665	2944
31241	11862	9488
31242	25929	44397
31243	7656	47796
31245	24876	18309
31246	15605	48860
31249	43178	5898
31250	22836	3690
31251	41653	46668
31252	24095	32529
31253	49847	1096
31255	3961	3289
31256	29969	48121
31258	45540	32596
31266	1457	47454
31269	43590	49596
31273	14962	19924
31276	2635	3213
31277	44287	7249
31278	25743	2535
31279	19795	5662
31280	47420	302
31282	37564	5001
31289	2679	22135
31290	48232	31328
31292	19111	18997
31293	23512	21913
31294	42156	37242
31296	9703	23291
31298	40315	37852
31300	2998	41257
31301	6154	31651
31302	25033	42889
31303	12497	34233
31304	48364	9516
31305	2331	7077
31306	23776	35241
31309	3152	29314
31311	31294	46553
31313	43196	36435
31314	35713	15733
31315	14999	5431
31316	35326	16054
31320	33012	29538
31322	2883	26181
31323	26302	5195
31326	45528	19301
31328	49761	43622
31329	43801	46304
31332	42194	46274
31335	37815	21390
31338	29174	18408
31341	26054	43650
31345	2052	1196
31347	21411	11269
31348	36289	49021
31349	6957	22596
31351	46190	13337
31352	4061	29099
31353	38041	2660
31354	47151	11659
31355	15687	28356
31356	12689	13361
31357	25570	2510
31361	25418	39056
31363	33920	14735
31365	21013	47296
31369	12987	42812
31370	44851	9693
31371	31774	452
31372	5004	34186
31373	32130	11524
31376	32132	9191
31379	41770	10846
31380	37722	26471
31382	6436	37480
31385	38810	17380
31386	27575	45463
31389	25699	7811
31391	26222	12340
31394	18319	29336
31398	43082	13744
31399	23245	37990
31401	1829	21576
31403	6653	19121
31404	36370	49638
31405	48236	24214
31406	41601	23689
31407	47518	32993
31410	20316	24910
31411	23363	27471
31412	25830	14680
31413	16073	26150
31415	44221	31422
31417	8562	29157
31418	22127	33846
31420	48555	46692
31426	8908	2708
31428	15665	11281
31431	43803	15043
31432	6454	17097
31433	5939	9239
31435	28037	44294
31439	42423	41011
31441	32242	34631
31442	20361	45274
31443	24623	2443
31448	46322	17336
31450	28496	42483
31452	43694	7188
31454	38249	38278
31455	44975	45069
31456	1656	23582
31458	35657	41210
31459	23500	26333
31462	25768	15177
31463	47517	47884
31464	36410	7890
31468	7390	1702
31469	59	15127
31470	16209	32812
31472	7842	16537
31473	14810	39939
31475	23112	3585
31476	47372	467
31484	10568	26348
31485	47051	12125
31487	822	6382
31488	6320	39912
31489	2020	44220
31490	22074	1292
31493	5656	14833
31495	3108	21285
31501	28332	8161
31503	30729	24867
31505	40011	7483
31507	19855	40086
31510	2528	48608
31511	13551	26198
31516	23367	26713
31517	27341	21188
31518	48849	7117
31522	4768	42
31523	47856	22848
31524	37949	3905
31525	23428	44504
31527	36737	20957
31529	218	40150
31531	39169	45006
31533	25532	19080
31537	17788	26768
31539	37174	36839
31540	48145	4723
31542	47242	29401
31545	33446	7883
31546	46559	1219
31547	12240	5407
31551	8568	20169
31552	42308	41380
31553	49131	13039
31554	3013	11732
31555	10166	19916
31556	23184	39833
31557	23564	9963
31559	23072	34074
31560	14068	41174
31561	21617	24122
31567	48014	7742
31569	43651	39891
31573	16350	44786
31576	39165	20094
31577	43370	5793
31578	36666	8074
31580	24885	14639
31581	1528	1632
31584	23640	31579
31585	15768	10017
31586	15840	8888
31587	41982	22662
31588	47104	3785
31590	32594	19609
31596	16591	48968
31599	8466	8848
31600	47661	10282
31602	30668	22618
31605	16251	33731
31607	41470	28765
31612	45930	39766
31613	42322	6039
31615	34684	23513
31616	1369	29729
31617	36051	48449
31621	43724	4234
31622	27239	5063
31626	15608	20922
31627	7446	4924
31629	588	13700
31635	6803	12416
31637	20791	44558
31642	1872	40001
31646	21382	3915
31648	15726	49185
31650	41870	13852
31652	26827	31207
31655	26554	36453
31657	22875	33913
31659	38825	17218
31661	49764	37682
31662	2566	32147
31664	10607	36550
31667	11968	4034
31668	40467	20225
31670	8045	16119
31673	39374	45408
31674	24651	30172
31675	8001	30745
31676	34450	20146
31677	35861	6336
31678	47728	43076
31680	35473	6685
31681	35759	31128
31682	14929	5325
31683	33276	941
31684	3223	6495
31686	1387	18467
31687	2955	17608
31688	547	13036
31689	27409	30359
31690	45881	36312
31691	20690	4275
31692	13940	45466
31693	43471	31999
31696	36255	12806
31697	44582	40690
31699	47939	44453
31700	38247	10161
31702	19149	9097
31703	11485	7612
31704	992	18464
31705	44018	24942
31709	18136	27257
31710	19067	7013
31711	42193	13304
31712	2769	35447
31713	38599	28175
31714	3265	32178
31716	44075	5344
31720	44837	10185
31721	26303	27645
31722	13858	7565
31725	26985	39836
31728	15866	44338
31729	6356	43268
31733	17179	5534
31736	39580	37432
31738	10741	27768
31741	29001	25276
31742	10582	47655
31746	10240	43403
31749	30363	44649
31751	12855	7402
31755	29714	9898
31757	37230	36337
31758	39948	47523
31759	29263	47375
31760	8029	45393
31761	35060	49512
31762	36579	33976
31765	49551	42515
31766	27885	8322
31773	39535	31278
31775	6960	291
31776	6021	345
31777	31284	45082
31779	44717	9479
31781	26647	1615
31784	26935	18733
31785	33102	2362
31787	38693	24802
31790	30580	45818
31792	3280	20381
31793	19157	24718
31794	38521	33910
31798	5261	2146
31799	36197	2904
31802	33843	38826
31804	4899	180
31805	6691	17012
31807	36071	12968
31808	20760	18109
31810	27958	8274
31812	15801	19639
31815	17127	31943
31816	11886	16595
31819	22868	14020
31820	21233	35831
31822	24170	25205
31826	38329	27531
31827	3875	49693
31832	13101	29840
31833	18345	11731
31835	48553	3191
31837	15757	33796
31838	43647	31808
31839	7140	39035
31844	9054	38563
31845	17233	16602
31848	36593	25147
31850	48204	38236
31851	33168	26273
31852	43746	48446
31854	15740	12166
31856	18008	27689
31857	48278	32883
31858	4992	5938
31860	30560	32620
31863	4540	43236
31867	3035	22123
31870	7043	2860
31871	27116	33861
31872	20210	14097
31874	3002	35018
31875	7626	1661
31878	701	13350
31880	39980	35188
31881	548	3552
31882	25100	7551
31887	12254	2624
31889	34319	9286
31891	41932	5778
31892	38393	9541
31893	49042	5076
31894	12089	12403
31895	23740	1176
31896	4284	15874
31900	22325	17774
31901	35959	19594
31905	16541	38151
31908	35968	30416
31911	5968	25175
31912	11689	19707
31914	17357	5883
31915	48718	25740
31917	46341	5255
31920	42389	19842
31921	47024	1721
31925	34784	11379
31927	128	16001
31928	16707	17428
31930	28828	4520
31932	28476	2697
31934	42629	13830
31935	8430	39018
31936	47478	33516
31940	13504	12346
31941	31328	3257
31943	9497	4541
31944	12417	7792
31947	18031	48989
31948	19210	878
31950	8871	20511
31952	38336	44195
31954	4122	26946
31961	12434	32737
31962	28542	6423
31963	46369	12790
31965	38751	33682
31969	34508	48325
31971	13090	22752
31974	48478	49244
31975	3434	30695
31976	27199	45862
31978	48396	48839
31980	37368	27330
31981	34748	19585
31983	38057	22526
31984	37629	23390
31985	17493	33432
31986	22141	8853
31987	35655	33368
31988	3248	2426
31989	41599	5031
31990	21381	44791
31991	30212	39141
31992	39471	8097
31994	36271	21725
31995	26382	8911
31996	42163	45237
32000	84	708
32007	33368	24741
32010	4064	41159
32011	314	11271
32014	3780	19575
32016	30641	5187
32017	8890	41008
32020	42881	23270
32022	24534	20458
32024	31831	626
32026	3670	34272
32028	34920	39567
32029	8344	25540
32031	37839	21378
32032	15372	30713
32034	14303	24998
32035	2120	5779
32036	37183	18180
32037	14979	16209
32041	596	22904
32044	20080	31592
32046	20656	10898
32049	9579	17195
32051	8518	42396
32054	47694	45222
32057	13037	964
32058	7326	6519
32060	7114	20153
32061	13690	45039
32065	3337	16571
32068	45830	6702
32072	42934	23600
32074	19225	10873
32077	19235	39599
32078	39988	31573
32082	20926	49413
32083	48392	20572
32086	49777	26736
32088	47458	229
32089	25462	28569
32093	4775	33708
32095	14412	15167
32096	15385	29036
32097	10547	47006
32098	7269	36575
32100	47852	11300
32102	6285	45183
32106	34162	16170
32108	32179	40041
32113	30052	19518
32115	735	43185
32117	403	20870
32118	19910	41265
32119	6450	16226
32120	18140	41395
32126	336	32013
32127	7877	22042
32130	49092	42116
32133	29966	39772
32134	20053	24365
32135	47622	8804
32136	8050	14613
32137	28562	27122
32139	31940	33115
32141	26281	10616
32142	21071	7357
32144	31510	25707
32146	3840	5660
32147	9609	3982
32148	17465	35138
32150	15673	23566
32151	10086	21274
32153	38789	49536
32154	24787	30321
32158	36220	47259
32159	27969	23847
32160	41994	3450
32161	22402	39046
32162	28767	42335
32163	10203	39701
32168	8103	30803
32169	27182	43077
32170	36282	40859
32171	31839	34955
32172	4562	12129
32177	10056	4345
32179	19850	48590
32180	6195	12671
32182	47606	40481
32185	45803	14593
32186	3943	30374
32188	23532	39669
32191	32614	31501
32193	13344	18675
32196	34733	16251
32197	37746	40877
32198	4078	20741
32199	9705	12822
32200	15197	27408
32201	34277	30844
32204	15480	13928
32208	36968	22443
32209	46866	29029
32212	26665	16556
32215	1173	21240
32221	7657	25491
32223	42509	49121
32226	22767	49092
32227	12349	22004
32229	11253	22420
32230	7062	27197
32231	30907	48089
32232	17328	21603
32233	4735	31212
32237	42091	47771
32238	38033	7198
32242	27457	24027
32244	22278	35076
32245	39637	48481
32248	9313	5471
32249	35632	5111
32250	2961	1416
32252	17783	11970
32253	46408	26262
32257	48103	15019
32259	6118	29452
32260	31661	33882
32262	1976	34737
32263	27604	31300
32264	25953	48791
32265	29506	9339
32267	17817	49062
32268	28643	29706
32270	31038	39312
32271	28844	46867
32272	8964	35654
32274	5957	23373
32275	6785	1061
32276	34104	12182
32278	25870	11905
32279	29730	20863
32280	24961	27473
32281	15537	20132
32282	34989	45860
32283	4145	49336
32284	5209	38557
32286	49031	2230
32288	6111	2082
32289	37181	45273
32290	40782	35165
32291	2471	29802
32292	4763	21308
32293	40423	16612
32296	5481	5593
32297	572	29055
32298	43999	46248
32300	9569	26053
32301	29953	8163
32303	30314	45791
32304	25464	40944
32306	39423	33938
32307	3536	40514
32308	8251	30350
32310	35890	19620
32311	34576	40476
32312	4835	23655
32315	466	1870
32319	18047	46902
32323	7041	42983
32324	29160	32241
32326	38442	39690
32330	24553	6565
32334	39109	34758
32336	31732	40322
32337	39354	19807
32338	36007	23649
32341	38611	40280
32345	31717	15416
32347	28229	45868
32348	40255	40244
32350	11959	8570
32356	17408	1550
32357	10871	19086
32359	28749	31920
32363	32261	20673
32365	34306	3868
32366	36829	3701
32367	47864	41840
32368	18465	316
32369	48656	23950
32373	39309	17780
32375	17122	1930
32378	22831	49665
32379	32486	37659
32380	27963	8843
32382	6012	25231
32383	25433	25340
32387	37540	6233
32396	31718	42360
32405	6939	13560
32408	44369	2412
32409	39083	37713
32410	30737	42023
32415	25414	5880
32418	48076	26267
32419	9811	18245
32420	2543	44776
32427	40325	21950
32429	7765	7917
32430	19368	4885
32432	47949	35855
32435	20068	8456
32436	25804	29360
32438	20118	7707
32439	20362	25556
32440	40880	19057
32441	10541	34248
32442	29565	21386
32443	13213	40799
32445	4363	39378
32447	19539	15576
32450	32724	46972
32451	32	42410
32452	30398	31659
32454	37978	43928
32455	7699	11119
32457	34303	33597
32458	7603	23654
32459	31082	10084
32461	24634	18885
32466	35462	18443
32467	6353	23055
32468	25293	821
32469	6484	18922
32470	1773	12969
32471	44741	23547
32473	16495	3874
32475	29197	10883
32476	14584	39310
32477	10804	31303
32480	24781	27041
32481	48172	9103
32484	151	8454
32485	14493	15841
32486	43104	5361
32490	6402	20653
32491	3866	14479
32492	19431	43834
32495	9763	40714
32497	30755	17139
32498	49755	13101
32499	20058	22200
32505	36782	14279
32508	9197	15916
32509	37255	15495
32510	8328	25799
32513	18941	17902
32516	41681	42527
32518	11215	35355
32521	15878	33573
32522	39694	21967
32523	17367	7849
32527	35934	16077
32529	18675	14533
32531	20583	4137
32532	35484	39281
32533	7314	18107
32536	48216	17789
32537	11129	1674
32538	41758	19801
32541	40333	19059
32544	48376	23469
32546	36722	34204
32549	8142	35755
32550	21421	45389
32551	36870	12660
32552	813	34949
32559	48611	29414
32560	19517	3098
32563	42023	8886
32566	16892	9018
32568	46412	15509
32569	20799	40510
32571	16526	47698
32574	36273	43213
32576	5468	42902
32577	4247	24613
32578	15152	7899
32583	31301	37311
32584	20304	6054
32585	10791	12854
32586	22555	24309
32588	19378	31494
32589	46385	2039
32590	37661	8975
32592	14112	16609
32595	13989	32984
32596	7859	37146
32599	43819	7595
32604	24681	33448
32611	49741	27657
32612	44105	10288
32615	39509	32273
32617	15877	10471
32618	7738	49271
32620	29641	15285
32621	37497	24180
32623	47232	35451
32624	43843	15952
32625	5359	22913
32628	21504	15615
32630	16667	43890
32632	33416	27807
32635	43933	38454
32639	13453	15621
32641	47549	34443
32643	1140	227
32644	29961	25909
32647	44276	16514
32648	43745	49933
32649	17487	4107
32654	4220	433
32656	524	17921
32660	42838	39603
32661	19472	17842
32662	26635	41211
32663	5300	38829
32665	19007	22586
32667	38131	31780
32668	18821	1587
32669	6836	3423
32672	42035	11602
32673	17448	9401
32674	34918	60
32678	31615	6847
32680	9270	4352
32683	20398	48408
32684	3477	9104
32685	42085	23855
32688	15980	33572
32690	32034	25243
32692	38126	7079
32695	41220	30464
32697	31142	14705
32702	15916	44228
32703	26626	408
32705	34743	47143
32706	4131	38352
32708	38894	910
32710	10615	45402
32712	14194	3733
32713	8115	1838
32715	38644	40798
32717	47511	31517
32718	24776	13317
32719	19106	589
32720	12265	49504
32724	16744	44513
32725	39127	12678
32726	37572	7573
32727	37516	13076
32729	27302	14378
32731	33238	7774
32734	4851	6583
32735	15263	43719
32736	5039	30083
32739	28034	6761
32742	38542	15030
32745	12379	41962
32754	26250	13787
32758	19957	43399
32760	27452	9602
32762	25783	47593
32765	15060	25595
32767	37733	38479
32774	43142	42471
32776	25675	10194
32777	27260	26223
32781	5224	41273
32784	25705	13542
32785	3250	10624
32789	11098	20842
32791	40044	49290
32793	37011	17894
32795	3216	28199
32796	28183	5168
32797	42993	2324
32799	22810	40742
32800	38128	49064
32801	18860	38092
32802	11187	38547
32803	17012	24712
32804	39190	12556
32806	35733	13634
32808	5832	14132
32811	32941	40996
32813	14184	29107
32817	30596	45800
32818	6938	46982
32823	9186	8669
32828	5560	31593
32829	13696	18599
32831	13018	39078
32840	11529	45232
32845	49540	23856
32846	3068	12720
32849	29468	42044
32850	28728	1475
32853	33472	49151
32854	10819	46903
32855	29038	24312
32856	48672	6440
32857	40474	5119
32858	34334	21800
32860	9966	47161
32862	45868	47896
32863	8010	36439
32864	958	48840
32865	17981	5129
32869	15436	21812
32870	935	30711
32876	26566	39552
32878	1530	15664
32880	11208	19068
32881	48031	11020
32883	31534	30504
32886	14816	2768
32887	344	4774
32888	31782	8797
32889	4624	23325
32891	1733	43653
32892	25542	34175
32893	19853	41195
32895	40132	34495
32897	5327	19373
32899	23021	16395
32900	30635	37925
32903	47234	20831
32904	37472	31361
32907	41602	27366
32909	4128	6692
32911	6222	37467
32913	846	10779
32914	20600	34333
32918	20288	35959
32919	19714	8200
32920	44575	39952
32921	40365	3640
32926	133	14124
32928	15886	11380
32930	45382	31687
32932	10505	48645
32934	35738	44675
32936	32507	40632
32937	20172	24662
32938	41937	5511
32940	40113	43277
32941	37459	46359
32942	19830	4552
32948	31843	16182
32951	39734	43523
32957	47373	38623
32959	30614	4072
32962	18169	47239
32963	31748	12919
32964	15074	2360
32965	18961	39510
32968	46989	12027
32971	21009	32373
32972	33422	45755
32977	21534	45111
32981	38297	31736
32982	14871	37317
32983	13383	28723
32985	716	33308
32986	47804	18676
32987	10701	30153
32988	25360	5903
32992	3026	1790
32993	43486	18565
32994	12138	31227
32997	23651	11062
32999	41785	13895
33005	48940	33829
33006	21813	11243
33008	1687	9499
33012	28501	23706
33015	1817	23567
33018	24306	1237
33020	32161	12133
33021	46389	4638
33022	10422	34194
33023	15257	1526
33024	40562	34322
33027	17019	26810
33028	16241	1565
33032	10589	19710
33033	45041	17848
33034	17604	27624
33035	21118	16076
33038	43902	22270
33039	17789	10191
33040	32049	23983
33041	30206	33117
33042	17017	22883
33043	7828	15491
33044	18307	18123
33047	27350	29322
33050	39102	28241
33052	18541	38259
33053	37541	32554
33054	21796	42498
33057	45091	6903
33064	18393	11692
33066	31653	28488
33067	38401	4201
33070	9298	13025
33071	16440	31155
33073	5146	17485
33075	28915	33595
33077	24070	43243
33083	42352	4803
33084	43550	33986
33085	25906	38221
33086	36896	18357
33089	48935	44920
33090	15963	27163
33094	37781	37684
33095	37613	7369
33096	2306	39405
33097	28351	45184
33098	7232	13258
33100	41183	31319
33102	4229	2384
33104	15470	6163
33105	41839	41978
33108	40256	37142
33109	7073	29555
33110	38119	38812
33113	4973	25493
33114	42508	32141
33117	46488	24151
33119	33405	7496
33121	42977	17384
33126	3753	17191
33127	43798	35276
33128	25093	2267
33129	33952	7692
33130	29659	47730
33131	13244	25863
33133	48195	25371
33135	28851	39525
33136	26313	37279
33137	34932	48028
33138	10972	20237
33139	28143	2507
33140	540	1532
33141	41047	36788
33144	8576	39475
33145	2388	36903
33148	31302	43337
33149	34501	10569
33150	601	25814
33151	11465	9068
33152	188	22521
33154	4870	19028
33155	1745	19977
33160	39841	44701
33161	21378	8015
33164	36868	8479
33167	13575	8267
33169	22080	35036
33173	17763	24940
33179	22992	42800
33180	44149	36738
33182	36922	9561
33183	15261	43634
33184	4475	40255
33185	23014	24152
33186	20458	46253
33187	8171	10281
